Frequency (Hz),Magnitude (dB)
2.0129675955977278,0.417889597985581
2.0421410390121872,-4.588646224696406
2.071314482426647,0.9002279544478975
2.100487925841107,2.059658682102778
2.129661369255567,-2.9140779799421423
2.158834812670027,-6.6122688930101114
2.1880082560844865,5.468248168604192
2.2171816994989464,9.84861660256655
2.2463551429134063,11.551791191804888
2.275528586327866,11.41283454221621
2.3047020297423257,9.530939112471746
2.3338754731567857,5.459723006031969
2.3630489165712456,-2.812345794273765
2.3922223599857055,-8.678357936031121
2.421395803400165,-0.7477145741311977
2.450569246814625,2.3635422802804857
2.479742690229085,4.577309072108376
2.5089161336435444,6.28766602842285
2.5380895770580043,7.206403058232346
2.5672630204724642,7.447485741673715
2.596436463886924,7.707615300224777
2.625609907301384,8.667505416426264
2.6547833507158436,9.95204171190952
2.6839567941303035,10.811943300577468
2.7131302375447635,10.916808686813246
2.742303680959223,10.264439006006869
2.771477124373683,9.06445575276696
2.800650567788143,7.697712889868655
2.8298240112026027,6.442007833771724
2.8589974546170627,5.0576214689865315
2.888170898031522,2.843553860010976
2.917344341445982,-1.4366714611863296
2.946517784860442,-11.812861186693656
2.9756912282749015,-2.976623151087
3.0048646716893614,4.0805460511897245
3.0340381151038214,8.232618462238587
3.0632115585182813,11.073508134117187
3.0923850019327412,13.08493407297625
3.1215584453472007,14.507454281925227
3.1507318887616607,15.520631132593156
3.1799053321761206,16.273339161298072
3.20907877559058,16.864240599977776
3.23825221900504,17.324368078080138
3.2674256624195,17.63463353994982
3.29659910583396,17.765145903282622
3.32577254924842,17.701530522766
3.3549459926628793,17.445703098735862
3.3841194360773392,17.003578282864243
3.413292879491799,16.37869164413416
3.4424663229062586,15.581094051967128
3.4716397663207186,14.641311087081855
3.5008132097351785,13.602096046928553
3.5299866531496384,12.467706120785598
3.5591600965640984,11.137778231024749
3.588333539978558,9.38038623002522
3.617506983393018,6.817387755644861
3.6466804268074777,2.7372170283195025
3.675853870221937,-5.277661345254061
3.705027313636397,-12.79542374417991
3.734200757050857,-1.239390836562296
3.763374200465317,2.855610143373515
3.792547643879777,5.221244758380564
3.8217210872942364,6.920335380397953
3.8508945307086964,8.302562259668775
3.8800679741231563,9.451353210586186
3.909241417537616,10.346702417915889
3.9384148609520757,10.94747142495337
3.9675883043665356,11.228262790100443
3.9967617477809956,11.196427763131426
