Frequency (Hz),Magnitude (dB)
2.0164622657102247,15.83818816452644
2.0329906449373576,15.844724066707098
2.0495190241644905,15.787640597284177
2.0660474033916234,15.62487666300964
2.0825757826187568,15.309541440849044
2.0991041618458897,14.794467768548909
2.1156325410730226,14.03205911143056
2.1321609203001555,12.970021538904318
2.1486892995272884,11.542905792912197
2.1652176787544217,9.656828144365107
2.1817460579815546,7.158684059153569
2.1982744372086875,3.7642082958429217
2.2148028164358204,-1.1176846286311661
2.2313311956629533,-7.849044863659406
2.2478595748900867,-6.467622384749178
2.2643879541172196,-1.92810221783881
2.2809163333443525,0.8486539337472653
2.2974447125714854,2.8627988781026508
2.3139730917986183,4.691780277633104
2.3305014710257512,6.511392706763132
2.3470298502528846,8.248779226118824
2.3635582294800175,9.766246203718667
2.3800866087071504,10.95835094845851
2.3966149879342833,11.75850259089167
2.413143367161416,12.115505135615553
2.4296717463885495,11.96784557516279
2.4462001256156825,11.21336458622274
2.4627285048428154,9.651296870078752
2.4792568840699483,6.81151155536956
2.495785263297081,1.1351759250400026
2.512313642524214,-22.117987544511877
2.5288420217513474,2.360140533192937
2.5453704009784803,8.151102586528587
2.5618987802056132,11.405673680822787
2.578427159432746,13.52333804666051
2.594955538659879,14.970450186245722
2.6114839178870124,15.97365713560368
2.6280122971141453,16.669414558521606
2.644540676341278,17.14964071819123
2.661069055568411,17.47650156087253
2.677597434795544,17.686875140207363
2.6941258140226774,17.79517426753756
2.7106541932498103,17.798184352257298
2.727182572476943,17.681859897764554
2.743710951704076,17.42807790098345
2.760239330931209,17.01952957043281
2.7767677101583423,16.442028202837516
2.7932960893854752,15.684212366010808
2.809824468612608,14.73474722452888
2.826352847839741,13.577591037980701
2.842881227066874,12.188812846069201
2.859409606294007,10.54958909725154
2.87593798552114,8.728166702033466
2.892466364748273,7.159779725913964
2.908994743975406,6.89020907820645
2.925523123202539,8.298150839664961
2.942051502429672,10.340938718973305
2.958579881656805,12.23373290391997
2.975108260883938,13.766241597006815
2.991636640111071,14.93382894507608
3.008165019338204,15.777051664512886
3.024693398565337,16.339196752746208
3.0412217777924697,16.655472135835545
3.057750157019603,16.749152972973977
3.074278536246736,16.62932689711595
3.090806915473869,16.289767994521533
3.107335294701002,15.709152098876707
