Frequency (Hz),Magnitude (dB)
2.0164622657102247,15.094486491429958
2.0329906449373576,14.128638783935257
2.0495190241644905,12.888845368670875
2.0660474033916234,11.62937456446129
2.0825757826187568,10.715084285326576
2.0991041618458897,10.286607277608478
2.1156325410730226,10.143939507371718
2.1321609203001555,10.060875979728085
2.1486892995272884,9.921427551382227
2.1652176787544217,9.58818367703649
2.1817460579815546,8.82263584532203
2.1982744372086875,7.3605113074036055
2.2148028164358204,5.212821986065455
2.2313311956629533,3.8869627891537055
2.2478595748900867,5.631840595123386
2.2643879541172196,8.368145349338384
2.2809163333443525,10.507270277027018
2.2974447125714854,11.991679721601024
2.3139730917986183,13.027318737899162
2.3305014710257512,13.808455503308199
2.3470298502528846,14.479450550587147
2.3635582294800175,15.120964521402636
2.3800866087071504,15.73884490272468
2.3966149879342833,16.27114859531456
2.413143367161416,16.620600057500376
2.4296717463885495,16.692518088213532
2.4462001256156825,16.41676250719129
2.4627285048428154,15.751944613504406
2.4792568840699483,14.68037719157368
2.495785263297081,13.199848621181802
2.512313642524214,11.314075034095005
2.5288420217513474,9.023972309205673
2.5453704009784803,6.332562686403852
2.5618987802056132,3.327744275349154
2.578427159432746,0.5946626108626639
2.594955538659879,-0.2394007578421038
2.6114839178870124,1.1111753576234231
2.6280122971141453,2.7921216363917973
2.644540676341278,3.77605225777525
2.661069055568411,3.6693904929537218
2.677597434795544,2.021050993002877
2.6941258140226774,-2.1594001053991563
2.7106541932498103,-5.14975693500196
2.727182572476943,2.109823732120732
2.743710951704076,6.905499882487687
2.760239330931209,9.818502743610933
2.7767677101583423,11.613626056576592
2.7932960893854752,12.642911626440092
2.809824468612608,13.09389922344726
2.826352847839741,13.070377123031765
2.842881227066874,12.6142566775018
2.859409606294007,11.700195060197986
2.87593798552114,10.202486028469291
2.892466364748273,7.794435071867239
2.908994743975406,3.560637729527641
2.925523123202539,-6.807296787396152
2.942051502429672,-1.622151354568127
2.958579881656805,6.051012850975863
2.975108260883938,9.850424420194258
2.991636640111071,12.094153243882106
3.008165019338204,13.42412148878105
3.024693398565337,14.150925167665957
3.0412217777924697,14.506338520214241
3.057750157019603,14.710112443778556
3.074278536246736,14.951879803532528
3.090806915473869,15.328287535564389
3.107335294701002,15.819229633443882
3.1238636739281347,16.3420384110587
3.140392053155268,16.817950121546097
3.156920432382401,17.19748353826723
3.173448811609534,17.4571696910639
3.1899771908366668,17.59246571552746
3.2065055700637997,17.614487904941118
3.223033949290933,17.5468625336994
3.239562328518066,17.41821500136721
3.256090707745199,17.250916221189133
3.2726190869723317,17.05227668905206
3.2891474661994646,16.814416748362476
3.305675845426598,16.52244090610192
3.322204224653731,16.164728191936703
3.338732603880864,15.74030552562995
3.3552609831079967,15.263558919060651
3.3717893623351296,14.770025984601048
3.3883177415622625,14.325005921185742
3.404846120789396,14.026481882988014
3.4213745000165288,13.979912487549115
3.4379028792436617,14.23583170293828
3.4544312584707946,14.741827581931283
3.4709596376979275,15.371405698365649
3.487488016925061,15.997039057035611
3.5040163961521937,16.536260857245743
3.5205447753793266,16.958109931187472
3.5370731546064595,17.272196763157677
3.5536015338335925,17.514989992889202
3.5701299130607254,17.735163055803902
3.5866582922878587,17.975700957569885
3.6031866715149916,18.2548506091609
3.6197150507421245,18.555415183773285
3.6362434299692574,18.830708070800885
3.6527718091963903,19.023121704085433
3.6693001884235237,19.0827478806763
3.6858285676506566,18.97766004987072
3.7023569468777895,18.69542305076843
3.7188853261049224,18.238792100020508
3.7354137053320553,17.61838402962601
3.7519420845591887,16.844704631396947
3.7684704637863216,15.921949784969943
3.7849988430134545,14.84494602576624
3.8015272222405874,13.597694847030468
3.8180556014677203,12.149074069788641
3.8345839806948536,10.440895028505789
3.8511123599219865,8.365290251573928
3.8676407391491194,5.7285181400441365
3.8841691183762523,2.2127227531026765
3.9006974976033852,-2.2402132808409543
3.917225876830518,-3.5074036670958035
3.9337542560576515,0.18013853268872926
3.9502826352847844,3.341847307954637
3.9668110145119173,5.507051197546947
3.98333939373905,6.99456735214233
3.999867772966183,7.995701414765426
4.016396152193316,8.584791305199102
4.032924531420449,8.751980287865834
4.049452910647582,8.417952101776475
4.065981289874715,7.4269703012960475
4.0825096691018485,5.5111000340322525
4.099038048328981,2.33926330806097
4.115566427556114,-0.3290810961042736
4.132094806783247,3.1656606298253176
4.14862318601038,7.51216201161964
